Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Driving_experience,Type_of_vehicle,Defect_of_vehicle,Road_allignment,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Cause_of_accident,Accident_severity
9:47:00,Saturday,Over 51,Male,2-5yr,,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,3,1,Going straight,Driving carelessly,Slight Injury
9:47:00,Saturday,31-50,Male,Below 1yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,3,1,Going straight,Changing lane to the left,Slight Injury
11:19:00,Monday,18-30,Female,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,Driving under the influence of drugs,Serious Injury
11:19:00,Monday,Over 51,Female,,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Serious Injury
13:13:00,Friday,Unknown,Female,5-10yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Moving Backward,Slight Injury
13:13:00,Friday,18-30,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Changing lane to the left,Slight Injury
15:55:00,Thursday,18-30,Male,Below 1yr,Minibus,No defect,Tangent road with flat terrain,Other,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Moving Backward,Changing lane to the right,Slight Injury
15:55:00,Thursday,18-30,Male,1-2yr,Minibus,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,No distancing,Slight Injury
15:55:00,Thursday,31-50,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,3,Going straight,Driving at high speed,Slight Injury
10:47:00,Thursday,31-50,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Changing lane to the right,Slight Injury
10:47:00,Thursday,31-50,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,No priority to vehicle,Slight Injury
15:00:00,Thursday,18-30,Male,2-5yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,No distancing,Slight Injury
15:00:00,Thursday,18-30,Male,2-5yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Turnover,Slight Injury
18:40:00,Thursday,18-30,Male,Above 10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,No distancing,Slight Injury
3:55:00,Monday,18-30,Male,2-5yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,2,2,Going straight,Changing lane to the right,Slight Injury
3:55:00,Monday,18-30,Male,2-5yr,Motorcycle,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining and Windy,Collision with pedestrians,2,2,Reversing,No distancing,Slight Injury
3:55:00,Monday,18-30,Male,1-2yr,,No defect,Tangent road with flat terrain,Other,Wet or damp,Darkness - lights lit,Raining and Windy,Collision with pedestrians,2,2,Moving Backward,Changing lane to the left,Slight Injury
17:45:00,Sunday,31-50,Unknown,5-10yr,Other,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Going straight,Driving carelessly,Slight Injury
17:45:00,Sunday,18-30,Male,Below 1yr,Automobile,,Steep grade downward with mountainous terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,3,Going straight,Changing lane to the right,Slight Injury
17:45:00,Sunday,18-30,Male,Below 1yr,Automobile,,Tangent road with flat terrain,,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Reversing,No priority to vehicle,Slight Injury
17:45:00,Sunday,18-30,Male,,,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,No distancing,Slight Injury
19:10:00,Friday,31-50,Male,Below 1yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Reversing,No priority to pedestrian,Slight Injury
10:13:00,Thursday,31-50,Male,1-2yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,No priority to pedestrian,Serious Injury
10:13:00,Thursday,Over 51,Male,2-5yr,Other,No defect,Tangent road with flat terrain,Earth roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,,No priority to vehicle,Serious Injury
9:48:00,Friday,Under 18,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury
9:48:00,Friday,18-30,Male,5-10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury
16:20:00,Monday,18-30,Male,Below 1yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
16:20:00,Monday,18-30,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight Injury
19:40:00,Thursday,18-30,Male,5-10yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,No distancing,Slight Injury
16:53:00,Wednesday,18-30,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,No distancing,Slight Injury
12:55:00,Wednesday,31-50,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the right,Slight Injury
19:32:00,Friday,31-50,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,2,Going straight,Changing lane to the left,Slight Injury
19:32:00,Friday,18-30,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,2,Going straight,No distancing,Slight Injury
17:35:00,Saturday,18-30,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,2,Going straight,Overturning,Slight Injury
17:35:00,Saturday,Over 51,Male,5-10yr,Lorry,No defect,Steep grade downward with mountainous terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,2,Going straight,No priority to vehicle,Slight Injury
17:35:00,Saturday,Over 51,Male,1-2yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,2,Going straight,Moving Backward,Slight Injury
18:40:00,Tuesday,18-30,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving under the influence of drugs,Slight Injury
18:40:00,Tuesday,18-30,Male,2-5yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight Injury
15:47:00,Thursday,31-50,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the right,Slight Injury
14:57:00,Sunday,Under 18,Male,Below 1yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,Overspeed,Slight Injury
17:25:00,Friday,31-50,Male,5-10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,2,Going straight,Driving under the influence of drugs,Serious Injury
17:25:00,Friday,31-50,Male,5-10yr,Other,No defect,Tangent road with flat terrain,Earth roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,2,Going straight,Driving carelessly,Serious Injury
17:25:00,Friday,31-50,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,2,Going straight,No distancing,Serious Injury
17:22:00,Sunday,Over 51,Male,,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,,No priority to vehicle,Serious Injury
17:22:00,Sunday,Under 18,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Turnover,Overspeed,Serious Injury
16:05:00,Monday,18-30,Male,1-2yr,Minibus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,3,1,Going straight,Driving under the influence of drugs,Slight Injury
16:05:00,Monday,31-50,Male,,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,3,1,Going straight,Changing lane to the right,Slight Injury
16:05:00,Monday,18-30,Male,Above 10yr,Minibus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Changing lane to the right,Slight Injury
9:00:00,Thursday,18-30,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury
9:00:00,Thursday,18-30,Male,5-10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury
8:55:00,Saturday,18-30,Male,Below 1yr,Lorry,No defect,Gentle horizontal curve,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Moving Backward,Slight Injury
10:44:00,Friday,31-50,Male,5-10yr,,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,No distancing,Slight Injury
16:18:00,Wednesday,18-30,Male,Above 10yr,Bus,No defect,Tangent road with flat terrain,Earth roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Overspeed,Slight Injury
17:21:00,Thursday,18-30,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,2,Going straight,No distancing,Slight Injury
17:21:00,Thursday,31-50,Male,1-2yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,2,Turnover,Driving carelessly,Slight Injury
17:21:00,Thursday,31-50,Male,,Other,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,2,,No distancing,Slight Injury
17:21:00,Thursday,31-50,Male,1-2yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,2,Reversing,No distancing,Slight Injury
15:40:00,Monday,18-30,Male,1-2yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Other,No distancing,Slight Injury
15:40:00,Monday,18-30,Male,1-2yr,Automobile,No defect,Gentle horizontal curve,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Going straight,Changing lane to the right,Slight Injury
15:40:00,Monday,18-30,Male,5-10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Going straight,No distancing,Slight Injury
15:40:00,Monday,31-50,Female,5-10yr,,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Turnover,No priority to vehicle,Slight Injury
16:46:00,Thursday,18-30,Male,5-10yr,Other,,Tangent road with flat terrain,Gravel roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,3,2,Other,Changing lane to the left,Slight Injury
16:46:00,Thursday,Over 51,Male,Below 1yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,3,2,Going straight,Moving Backward,Slight Injury
16:46:00,Thursday,31-50,Male,Above 10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,3,2,Going straight,Driving carelessly,Slight Injury
17:45:00,Sunday,18-30,Male,5-10yr,Other,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,2,Other,Changing lane to the left,Slight Injury
17:45:00,Sunday,31-50,Male,Below 1yr,,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,2,Going straight,No priority to pedestrian,Slight Injury
11:45:00,Saturday,Unknown,Female,Above 10yr,Ridden horse,,Tangent road with flat terrain,Asphalt roads,Snow,Daylight,Snow,Vehicle with vehicle collision,3,2,Turnover,No distancing,Slight Injury
11:45:00,Saturday,Over 51,Male,5-10yr,,No defect,Tangent road with flat terrain,Asphalt roads,Snow,Daylight,Snow,Vehicle with vehicle collision,3,2,Going straight,No distancing,Slight Injury
11:45:00,Saturday,31-50,Male,Above 10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Snow,Daylight,Snow,Collision with roadside objects,3,2,Turnover,Overturning,Slight Injury
11:45:00,Saturday,31-50,Male,5-10yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Snow,Daylight,Snow,Collision with roadside objects,3,2,Going straight,No distancing,Slight Injury
12:00:00,Saturday,Over 51,Male,1-2yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Snow,Daylight,Snow,Vehicle with vehicle collision,3,2,Moving Backward,Drunk driving,Slight Injury
12:00:00,Saturday,Over 51,Male,1-2yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Snow,Daylight,Snow,Vehicle with vehicle collision,3,2,,Moving Backward,Slight Injury
12:00:00,Saturday,18-30,Male,1-2yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Snow,Daylight,Snow,Vehicle with vehicle collision,3,2,Going straight,No priority to pedestrian,Slight Injury
12:00:00,Saturday,18-30,Male,2-5yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Snow,Daylight,Snow,Vehicle with vehicle collision,3,2,Going straight,Changing lane to the left,Slight Injury
7:50:00,Friday,31-50,Male,Above 10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Snow,Collision with roadside objects,2,1,Reversing,Changing lane to the left,Slight Injury
7:50:00,Friday,31-50,Male,2-5yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Snow,Vehicle with vehicle collision,2,1,Reversing,Getting off the vehicle improperly,Slight Injury
19:55:00,Sunday,18-30,Male,Above 10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - no lighting,Snow,Collision with roadside objects,2,2,Reversing,No distancing,Slight Injury
19:55:00,Sunday,31-50,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - no lighting,Snow,Collision with roadside objects,2,2,Going straight,Changing lane to the right,Slight Injury
20:30:00,Sunday,Over 51,Male,No License,,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,2,6,Going straight,Changing lane to the right,Slight Injury
20:30:00,Sunday,Over 51,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,6,Going straight,Moving Backward,Slight Injury
20:30:00,Sunday,Over 51,Male,5-10yr,,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,6,Going straight,Driving at high speed,Slight Injury
20:30:00,Sunday,Over 51,Male,1-2yr,Long lorry,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,6,Moving Backward,Changing lane to the left,Slight Injury
20:30:00,Sunday,Over 51,Male,Above 10yr,Minibus,No defect,Tangent road with flat terrain,Earth roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,6,Going straight,Changing lane to the right,Slight Injury
